dt,AverageTemperature,Country
1987-03-01,1.733,Turkey
1987-04-01,8.826,Turkey
1987-05-01,15.261,Turkey
1987-06-01,19.639000000000006,Turkey
1987-07-01,23.4,Turkey
1987-08-01,22.084000000000003,Turkey
1987-09-01,19.328,Turkey
1987-10-01,12.228000000000002,Turkey
1987-11-01,7.266999999999999,Turkey
1987-12-01,3.052,Turkey
1988-01-01,1.242,Turkey
1988-02-01,2.3600000000000003,Turkey
1988-03-01,4.956,Turkey
1988-04-01,10.340000000000002,Turkey
1988-05-01,15.349,Turkey
1988-06-01,19.332,Turkey
1988-07-01,23.401,Turkey
1988-08-01,22.929000000000002,Turkey
1988-09-01,18.805999999999997,Turkey
1988-10-01,12.763,Turkey
1988-11-01,4.5310000000000015,Turkey
1988-12-01,3.4539999999999997,Turkey
1989-01-01,-1.8860000000000003,Turkey
1989-02-01,1.117,Turkey
1989-03-01,8.036999999999999,Turkey
1989-04-01,14.703,Turkey
1989-05-01,15.94,Turkey
1989-06-01,19.708,Turkey
1989-07-01,23.428,Turkey
1989-08-01,23.75500000000001,Turkey
1989-09-01,19.014,Turkey
1989-10-01,12.643,Turkey
1989-11-01,7.580999999999999,Turkey
1989-12-01,2.066,Turkey
1990-01-01,-1.4430000000000005,Turkey
1990-02-01,1.798,Turkey
1990-03-01,6.568,Turkey
1990-04-01,10.441,Turkey
1990-05-01,14.687,Turkey
1990-06-01,19.435,Turkey
1990-07-01,23.656,Turkey
1990-08-01,22.243000000000002,Turkey
1990-09-01,18.68,Turkey
1990-10-01,13.934000000000001,Turkey
1990-11-01,9.87,Turkey
1990-12-01,4.521,Turkey
1991-01-01,0.5249999999999999,Turkey
1991-02-01,0.4310000000000001,Turkey
1991-03-01,6.376,Turkey
1991-04-01,10.856000000000002,Turkey
1991-05-01,14.100999999999999,Turkey
1991-06-01,20.057000000000002,Turkey
1991-07-01,23.323,Turkey
1991-08-01,23.323,Turkey
1991-09-01,18.917,Turkey
1991-10-01,14.291,Turkey
1991-11-01,7.931999999999999,Turkey
1991-12-01,0.8809999999999998,Turkey
1992-01-01,-2.245,Turkey
1992-02-01,-2.2430000000000003,Turkey
1992-03-01,3.631,Turkey
1992-04-01,10.133,Turkey
1992-05-01,13.950999999999999,Turkey
1992-06-01,18.971,Turkey
1992-07-01,21.213,Turkey
1992-08-01,23.126,Turkey
1992-09-01,17.930999999999994,Turkey
1992-10-01,14.98,Turkey
1992-11-01,6.5329999999999995,Turkey
1992-12-01,0.21899999999999986,Turkey
1993-01-01,-1.3350000000000002,Turkey
1993-02-01,-0.35399999999999965,Turkey
1993-03-01,4.875,Turkey
1993-04-01,9.964,Turkey
1993-05-01,14.089,Turkey
1993-06-01,19.31,Turkey
1993-07-01,22.545,Turkey
1993-08-01,23.114,Turkey
1993-09-01,19.191,Turkey
1993-10-01,14.658,Turkey
1993-11-01,5.0310000000000015,Turkey
1993-12-01,4.2410000000000005,Turkey
1994-01-01,3.427,Turkey
1994-02-01,2.151,Turkey
1994-03-01,6.48,Turkey
1994-04-01,13.09,Turkey
1994-05-01,16.207,Turkey
1994-06-01,19.867,Turkey
1994-07-01,23.327,Turkey
1994-08-01,23.32800000000001,Turkey
1994-09-01,21.884,Turkey
1994-10-01,15.723,Turkey
1994-11-01,6.7929999999999975,Turkey
1994-12-01,0.6609999999999999,Turkey
1995-01-01,2.399,Turkey
1995-02-01,3.992,Turkey
1995-03-01,6.811,Turkey
1995-04-01,9.805,Turkey
1995-05-01,16.213,Turkey
1995-06-01,20.93,Turkey
1995-07-01,22.482,Turkey
1995-08-01,23.366000000000003,Turkey
1995-09-01,19.461,Turkey
1995-10-01,12.406,Turkey
1995-11-01,5.621,Turkey
1995-12-01,2.78,Turkey
1996-01-01,1.306,Turkey
1996-02-01,3.362,Turkey
1996-03-01,4.572,Turkey
1996-04-01,8.875,Turkey
1996-05-01,17.23,Turkey
1996-06-01,19.801,Turkey
1996-07-01,24.196,Turkey
1996-08-01,23.501,Turkey
1996-09-01,18.505,Turkey
1996-10-01,12.534,Turkey
1996-11-01,8.705,Turkey
1996-12-01,6.284,Turkey
1997-01-01,2.414,Turkey
1997-02-01,0.6540000000000001,Turkey
1997-03-01,3.574,Turkey
1997-04-01,8.085,Turkey
1997-05-01,16.46,Turkey
1997-06-01,20.078000000000007,Turkey
1997-07-01,22.892,Turkey
1997-08-01,22.04600000000001,Turkey
1997-09-01,17.116999999999994,Turkey
1997-10-01,13.572000000000001,Turkey
1997-11-01,8.136000000000001,Turkey
1997-12-01,3.788,Turkey
1998-01-01,1.037,Turkey
1998-02-01,2.0370000000000004,Turkey
1998-03-01,4.636,Turkey
1998-04-01,12.384,Turkey
1998-05-01,15.652,Turkey
1998-06-01,20.969,Turkey
1998-07-01,24.224,Turkey
1998-08-01,24.762,Turkey
1998-09-01,19.59,Turkey
1998-10-01,14.84,Turkey
1998-11-01,10.015,Turkey
1998-12-01,4.452,Turkey
1999-01-01,3.29,Turkey
1999-02-01,3.7680000000000002,Turkey
1999-03-01,6.619,Turkey
1999-04-01,11.322000000000001,Turkey
1999-05-01,16.387,Turkey
1999-06-01,20.551,Turkey
1999-07-01,24.098000000000006,Turkey
1999-08-01,24.192,Turkey
1999-09-01,19.425,Turkey
1999-10-01,14.454,Turkey
1999-11-01,7.870999999999999,Turkey
1999-12-01,5.07,Turkey
2000-01-01,-0.982,Turkey
2000-02-01,0.8780000000000003,Turkey
2000-03-01,4.369,Turkey
2000-04-01,12.464,Turkey
2000-05-01,15.469,Turkey
2000-06-01,20.265,Turkey
2000-07-01,25.363000000000003,Turkey
2000-08-01,23.512,Turkey
2000-09-01,19.59,Turkey
2000-10-01,12.958,Turkey
2000-11-01,8.879,Turkey
2000-12-01,3.658,Turkey
2001-01-01,2.927,Turkey
2001-02-01,3.951,Turkey
2001-03-01,10.318,Turkey
2001-04-01,11.87,Turkey
2001-05-01,14.879,Turkey
2001-06-01,20.965000000000003,Turkey
2001-07-01,24.929000000000002,Turkey
2001-08-01,24.647,Turkey
2001-09-01,20.566,Turkey
2001-10-01,13.914000000000001,Turkey
2001-11-01,7.302,Turkey
2001-12-01,3.131,Turkey
2002-01-01,-1.2740000000000002,Turkey
2002-02-01,4.577,Turkey
2002-03-01,7.927,Turkey
2002-04-01,9.812000000000001,Turkey
2002-05-01,15.402,Turkey
2002-06-01,20.582,Turkey
2002-07-01,24.379,Turkey
2002-08-01,23.118000000000002,Turkey
2002-09-01,19.609,Turkey
2002-10-01,14.597000000000001,Turkey
2002-11-01,9.022,Turkey
2002-12-01,0.3169999999999997,Turkey
2003-01-01,3.93,Turkey
2003-02-01,0.4390000000000003,Turkey
2003-03-01,3.259,Turkey
2003-04-01,9.56,Turkey
2003-05-01,17.237000000000002,Turkey
2003-06-01,20.691000000000006,Turkey
2003-07-01,23.672,Turkey
2003-08-01,24.247,Turkey
2003-09-01,18.892,Turkey
2003-10-01,15.009,Turkey
2003-11-01,7.9220000000000015,Turkey
2003-12-01,3.1180000000000003,Turkey
2004-01-01,1.358,Turkey
2004-02-01,2.4090000000000003,Turkey
2004-03-01,7.134,Turkey
2004-04-01,10.515999999999998,Turkey
2004-05-01,14.994000000000002,Turkey
2004-06-01,20.089000000000002,Turkey
2004-07-01,23.222,Turkey
2004-08-01,23.42,Turkey
2004-09-01,19.691,Turkey
2004-10-01,15.114,Turkey
2004-11-01,7.877000000000002,Turkey
2004-12-01,1.8980000000000001,Turkey
2005-01-01,2.059,Turkey
2005-02-01,2.0420000000000003,Turkey
2005-03-01,6.022,Turkey
2005-04-01,11.304,Turkey
2005-05-01,15.82,Turkey
2005-06-01,19.573,Turkey
2005-07-01,24.458,Turkey
2005-08-01,24.579,Turkey
2005-09-01,19.500999999999998,Turkey
2005-10-01,12.474,Turkey
2005-11-01,7.167000000000002,Turkey
2005-12-01,4.1960000000000015,Turkey
2006-01-01,-0.4310000000000001,Turkey
2006-02-01,2.1500000000000004,Turkey
2006-03-01,7.242000000000001,Turkey
2006-04-01,11.725,Turkey
2006-05-01,16.076,Turkey
2006-06-01,21.675,Turkey
2006-07-01,23.163,Turkey
2006-08-01,25.81900000000001,Turkey
2006-09-01,19.487,Turkey
2006-10-01,14.419,Turkey
2006-11-01,6.571999999999999,Turkey
2006-12-01,1.504,Turkey
2007-01-01,1.05,Turkey
2007-02-01,2.467,Turkey
2007-03-01,6.6129999999999995,Turkey
2007-04-01,8.762,Turkey
2007-05-01,17.991,Turkey
2007-06-01,21.788,Turkey
2007-07-01,24.716,Turkey
2007-08-01,24.892000000000003,Turkey
2007-09-01,20.458,Turkey
2007-10-01,15.142000000000001,Turkey
2007-11-01,7.614,Turkey
2007-12-01,2.291,Turkey
2008-01-01,-2.345,Turkey
2008-02-01,0.08199999999999985,Turkey
2008-03-01,9.55,Turkey
2008-04-01,13.237,Turkey
2008-05-01,15.205,Turkey
2008-06-01,21.057,Turkey
2008-07-01,24.219,Turkey
2008-08-01,25.157,Turkey
2008-09-01,19.97,Turkey
2008-10-01,14.026000000000002,Turkey
2008-11-01,9.287,Turkey
2008-12-01,2.449,Turkey
2009-01-01,1.6429999999999998,Turkey
2009-02-01,4.146,Turkey
2009-03-01,5.822,Turkey
2009-04-01,10.153,Turkey
2009-05-01,15.654000000000002,Turkey
2009-06-01,21.267000000000003,Turkey
2009-07-01,23.661,Turkey
2009-08-01,22.770000000000003,Turkey
2009-09-01,18.525,Turkey
2009-10-01,15.918,Turkey
2009-11-01,8.264999999999999,Turkey
2009-12-01,5.954,Turkey
